y_start,y_end,med_io,n_total,io1_coef,io1_se,io1_t,io1_n,io2_coef,io2_se,io2_t,io2_n,io3_coef,io3_se,io3_t,io3_n
2009,2013,0.48380924497853883,183712,-0.016150575166794117,0.01606548415958957,-1.0052965106036817,53927,-0.020784139164977306,0.021629177876211124,-0.96093061344864,63937,0.00026566221177456214,0.030679069872280494,0.008659395896959585,65848
2011,2015,0.505049748766377,172699,-0.0001348075183114462,0.012980415379436196,-0.01038545488498085,53436,-0.03485059364040836,0.016929413693323316,-2.058582433610968,59832,0.0017062193796855579,0.018925697043805766,0.09015358196510866,59431
2013,2017,0.5180048140866192,168124,-0.00443663558762264,0.020906306708319694,-0.21221517743528917,52608,-0.026619348682738377,0.015317206608552202,-1.7378722741701311,58131,0.005338215949942119,0.019431204592163437,0.27472388161128264,57385
2015,2019,0.5216978858192982,165128,0.018553734268116722,0.027518296608963867,0.6742326580662333,50681,-0.026438027870625123,0.02616551315684887,-1.010415034176577,57596,0.041496203488227655,0.034276840016068476,1.2106192831303833,56851
2017,2021,0.5318150228570552,161851,0.020228886093888718,0.013399130527330333,1.5097163246994025,51275,-0.029615940347425776,0.03267243778587365,-0.9064502790248058,55653,-0.01321836878289519,0.03394277070327181,-0.38943104846832804,54923
2019,2023,0.5428997766001323,168823,-0.0025245186033671747,0.0209625812050424,-0.120429759039403,54320,-0.03091735169856796,0.030949901949136795,-0.9989482922878938,60570,-0.03092697552807922,0.03692115126061233,-0.837649273441597,53933
