permno,io_persist,me_mean,log_me_mean,iv_mean,mom_mean,ret_mean,tercile,siccd,nm,state,me_mean_M,sic_div,me_q
10259,0.5268851232301962,260.61432928,5.515681668446728,0.034226415800905366,-0.2856233140390186,0.001549380869565212,2,3570,115,US-CA,0.26061432928,Manufacturing,Q3
10290,0.32500502900702766,1017.94175475,6.893222858319724,-0.7912621522380225,0.33959079622080773,0.005070687499999992,1,6330,40,US-PA,1.01794175475,FIRE,Q4
10297,0.08621209117472785,94.81338391458333,4.4902015614737065,-0.5197584512684716,0.06746150527612561,0.016430875,1,6030,96,US-NH,0.09481338391458333,FIRE,Q2
10299,0.7150115315800701,8918.132867704082,9.055531650864635,-0.7833706876452883,0.07523238607710271,0.015399204081632652,3,3670,98,US-CA,8.918132867704083,Manufacturing,Q5 mega
10302,0.6025084603422755,3421.443946074074,7.962704361279219,-0.3485518250082962,0.2594010694897403,0.01999714814814815,2,3674,135,US-CA,3.421443946074074,Manufacturing,Q5 mega
10304,0.2154468810387724,23.704494179999998,3.0953879717295196,2.3687256038841302,-1.380373387968522,-0.07892297133333304,1,6020,15,US-IL,0.023704494179999997,FIRE,Q1 micro
10308,0.3151219268607012,859.6960455,6.677400680709002,-0.655304497404237,0.0764002684585116,0.00543946111111111,1,6719,180,US-NY,0.8596960455,FIRE,Q4
10324,0.7159184627110887,16042.760235370371,9.672909444841936,-0.6898672311308587,0.013005123264077325,0.009036074074074073,3,2836,27,US-MA,16.04276023537037,Manufacturing,Q5 mega
10333,0.28189957316072173,249.0362852007576,5.29913928619628,0.8163908837073888,0.04980124332604654,0.018447787878787827,1,2834,132,US-CA,0.2490362852007576,Manufacturing,Q3
10355,0.15409472049485853,265.21796835261114,5.428850167738722,-0.23537232631253502,0.16795297576395865,0.01669806111111111,1,2710,180,US-CA,0.26521796835261113,Manufacturing,Q3
10363,0.8782954873880305,636.8770316830986,6.324320554577739,0.24379438465985284,-0.1763375761882403,0.004533509647887326,3,2834,142,US-MA,0.6368770316830986,Manufacturing,Q3
